tconst	ordering	nconst	category	job	characters
tt0001088	2	nm0492757	actress	""	"[""Mabel Jarrett""]"
tt0001088	3	nm0681933	actress	""	"[""Winnie - Mabel's Cousin""]"
tt0001088	4	nm0277411	actress	""	"[""The Mother""]"
tt0001088	5	nm0000428	director	""	""
tt0001088	6	nm0005658	cinematographer	""	""
tt0001088	7	nm0555522	cinematographer	""	""
tt0001088	8	nm0456804	actor	""	"[""The Father""]"
tt0001088	9	nm0250676	actress	""	"[""The Child"",""At Bide-A-Wee""]"
tt0001089	1	nm0143460	actor	""	""
tt0001089	2	nm0002935	actor	""	"[""Bully""]"
tt0001089	3	nm0111753	director	""	""
tt0001090	10	nm0366008	actor	""	"[""Messenger""]"
tt0001090	1	nm0502701	actress	""	"[""Alice Pierce""]"
tt0001090	2	nm0813603	actor	""	"[""Ben Harris - Alice's First Husband""]"
tt0001090	3	nm0409390	actor	""	"[""Alice's Employer - Her Second Husband""]"
tt0001090	4	nm0311375	actor	""	"[""The Second Burglar"",""In Office""]"
tt0001090	5	nm0000428	director	""	""
tt0001090	6	nm0005658	cinematographer	""	""
tt0001090	7	nm0038106	actress	""	"[""The Maid""]"
tt0001090	8	nm0041858	actor	""	""
tt0001090	9	nm0226992	actor	""	""
tt0001091	10	nm0376829	actress	""	"[""Extra""]"
tt0001091	1	nm0587097	actor	""	"[""Alfred Lucas""]"
tt0001091	2	nm0492757	actress	""	"[""Mrs. Alfred Lucas""]"
tt0001091	3	nm0250676	actress	""	"[""One of the Lucas Children""]"
tt0001091	4	nm0214651	actress	""	"[""One of the Lucas Children""]"
tt0001091	5	nm0000428	director	""	""
tt0001091	6	nm0005658	cinematographer	""	""
tt0001091	7	nm0043018	actor	""	"[""Workman""]"
tt0001091	8	nm0173994	actor	""	"[""Bartender""]"
tt0001091	9	nm0277411	actress	""	""
tt0001092	10	nm1355849	actress	""	"[""A Maid""]"
tt0001092	1	nm0681933	actress	""	"[""Mary""]"
tt0001092	2	nm0629589	actor	""	"[""Mary's Father""]"
tt0001092	3	nm0115524	actress	""	"[""Mary's Mother""]"
tt0001092	4	nm0704334	actor	""	"[""Harry""]"
tt0001092	5	nm0000428	director	""	""
tt0001092	6	nm0005658	cinematographer	""	""
tt0001092	7	nm0250676	actress	""	"[""One of Mary's Sisters""]"
tt0001092	8	nm0214651	actress	""	"[""One of Mary's Sisters""]"
tt0001092	9	nm0262757	actor	""	"[""The Butler""]"
tt0001093	1	nm0294276	director	""	""
tt0001093	2	nm0378408	producer	producer	""
tt0001094	10	nm0424530	actor	""	"[""Extra""]"
tt0001094	1	nm0601698	actor	""	"[""Courtier""]"
tt0001094	2	nm0502701	actress	""	"[""Noblewoman""]"
tt0001094	3	nm0813603	actor	""	"[""Duke""]"
tt0001094	4	nm0492757	actress	""	"[""Lady-in-Waiting""]"
tt0001094	5	nm0000428	director	""	""
tt0001094	6	nm0005658	cinematographer	""	""
tt0001094	7	nm0173994	actor	""	"[""Innkeeper""]"
tt0001094	8	nm0038106	actress	""	"[""Servant""]"
tt0001094	9	nm0376829	actress	""	"[""Servant""]"
tt0001095	10	nm0262757	actor	""	"[""Extra""]"
tt0001095	1	nm0601698	actor	""	"[""Henry Larkin""]"
tt0001095	2	nm0288616	actor	""	"[""Randolph Churchill""]"
tt0001095	3	nm0502701	actress	""	"[""Adele Alletta""]"
tt0001095	4	nm0043018	actor	""	"[""At Larkin's""]"
tt0001095	5	nm0000428	director	""	""
tt0001095	6	nm0005658	cinematographer	""	""
tt0001095	7	nm0125164	actor	""	"[""At Churchill's""]"
tt0001095	8	nm0163559	actor	""	"[""At Churchill's""]"
tt0001095	9	nm0173994	actor	""	"[""At Churchill's""]"
tt0001096	1	nm0294276	director	""	""
tt0001096	2	nm0378408	producer	producer	""
tt0001097	1	nm0294276	director	""	""
tt0001097	2	nm0378408	producer	producer	""
tt0001098	1	nm0587097	actor	""	"[""Harry""]"
tt0001098	2	nm0492757	actress	""	"[""Claire""]"
tt0001098	3	nm0173994	actor	""	"[""Father""]"
tt0001098	4	nm0424530	actor	""	"[""Boyfriend""]"
tt0001098	5	nm0000428	director	""	""
tt0001098	6	nm0005658	cinematographer	""	""
tt0001098	7	nm0555522	cinematographer	""	""
tt0001098	8	nm0784407	actor	""	"[""Tramp""]"
tt0001099	10	nm0376829	actress	""	"[""Actress on Stage"",""At Stage Door""]"
tt0001099	1	nm0784407	actor	""	"[""John Goodhusband""]"
tt0001099	2	nm0492757	actress	""	"[""Mrs. John Goodhusband""]"
tt0001099	3	nm0038106	actress	""	"[""At Stage Door""]"
tt0001099	4	nm0043018	actor	""	"[""At Stage Door""]"
tt0001099	5	nm0000428	director	""	""
tt0001099	6	nm0005658	cinematographer	""	""
tt0001099	7	nm0277411	actress	""	"[""Actress on Stage""]"
tt0001099	8	nm0311375	actor	""	"[""In Bar"",""Actor on Stage""]"
tt0001099	9	nm0366008	actor	""	"[""Messenger""]"
tt0001100	1	nm0294276	director	""	""
tt0001100	2	nm0378408	producer	producer	""
tt0001101	1	nm0923594	actor	""	""
tt0001101	2	nm0923603	director	""	""
tt0001102	1	nm0098376	actor	""	""
tt0001102	2	nm0366609	actress	""	""
tt0001102	3	nm0764346	actor	""	""
tt0001102	4	nm0091767	director	""	""
tt0001102	5	nm0783152	producer	producer	""
tt0001103	10	nm0424530	actor	""	""
tt0001103	1	nm0704334	actor	""	"[""Monsieur Borni""]"
tt0001103	2	nm0784407	actor	""	"[""Monsieur Renay""]"
tt0001103	3	nm0054884	actress	""	"[""The Woman""]"
tt0001103	4	nm0334918	actor	""	"[""The Woman's Husband""]"
tt0001103	5	nm0288616	director	""	""
tt0001103	6	nm0853193	writer	""	""
tt0001103	7	nm0000428	producer	producer	""
tt0001103	8	nm0555522	cinematographer	""	""
tt0001103	9	nm0642722	actor	""	"[""The Policeman""]"
tt0001104	10	nm0784407	actor	""	"[""The Waiter""]"
tt0001104	1	nm0681931	actress	""	""
tt0001104	2	nm0732651	actress	""	"[""The Young Woman""]"
tt0001104	3	nm0115524	actress	""	"[""The Old Woman""]"
tt0001104	4	nm0226992	actor	""	"[""The Man""]"
tt0001104	5	nm0288616	director	""	""
tt0001104	6	nm0853193	writer	""	""
tt0001104	7	nm0000428	producer	producer	""
tt0001104	8	nm0376396	actor	""	""
tt0001104	9	nm0376442	actress	""	""
tt0001105	10	nm0834325	actor	""	"[""Kellner"",""Waiter""]"
tt0001105	1	nm0003425	actress	""	"[""Magda Vang""]"
tt0001105	2	nm0227602	actor	""	"[""Ingenieur Knud Svane"",""Magda's Fiancé""]"
tt0001105	3	nm0720632	actor	""	"[""Artist Rudolf Stern"",""Circus Performer""]"
tt0001105	4	nm1261170	actor	""	"[""Pastor Peder Svane"",""Knud's Father""]"
tt0001105	5	nm0300487	director	""	""
tt0001105	6	nm0203200	producer	producer	""
tt0001105	7	nm0511155	cinematographer	""	""
tt0001105	8	nm0225835	actress	""	"[""Frau Svane""]"
tt0001105	9	nm0762935	actress	""	"[""Varietésängerin Lilly d'Estrelle"",""Magda's Rival""]"
tt0001106	1	nm0401368	actress	""	"[""Alice""]"
tt0001106	2	nm0098089	actor	""	"[""Mad Hatter""]"
tt0001106	3	nm0692105	director	""	""
tt0001106	4	nm0140902	writer	"novel ""Alice's Adventures in Wonderland"""	""
tt0001107	10	nm0681927	actor	""	"[""At Construction Site""]"
tt0001107	1	nm0681933	actress	""	"[""The Young Woman""]"
tt0001107	2	nm0115524	actress	""	"[""The Young Woman's Mother""]"
tt0001107	3	nm0842239	actress	""	"[""The Maid""]"
tt0001107	4	nm0784407	actor	""	"[""The Farmhand""]"
tt0001107	5	nm0288616	director	""	""
tt0001107	6	nm0000428	producer	producer	""
tt0001107	7	nm0555522	cinematographer	""	""
tt0001107	8	nm0424530	actor	""	"[""The Young Contractor""]"
tt0001107	9	nm0277411	actress	""	""
tt0001108	1	nm0294276	director	""	""
tt0001108	2	nm0378408	producer	producer	""
tt0001109	1	nm0304098	writer	""	""
tt0001110	1	nm0930198	director	""	""
tt0001111	1	nm0064953	actor	""	"[""Baronen""]"
tt0001111	2	nm0085066	actor	""	"[""Degnen""]"
tt0001111	3	nm0169878	actor	""	"[""Jørgen Kammertjener""]"
tt0001111	4	nm0299757	actor	""	"[""Ambrosius Stub""]"
tt0001111	5	nm0375839	director	""	""
tt0001111	6	nm5190017	cinematographer	""	""
tt0001111	7	nm0630641	actress	""	"[""Abigael""]"
tt0001111	8	nm0736379	actress	""	"[""Bodil""]"
tt0001111	9	nm0772788	actor	""	"[""Junker Claus""]"
tt0001112	1	nm0135493	actor	""	"[""Hamlet""]"
tt0001112	2	nm0143332	actress	""	""
tt0001112	3	nm0143333	director	""	""
tt0001112	4	nm0000636	writer	"play ""Hamlet"""	""
tt0001113	1	nm0159015	director	""	""
tt0001114	1	nm0492757	actress	""	"[""Roxie""]"
tt0001114	2	nm0601698	actor	""	"[""The Artist""]"
tt0001114	3	nm0813603	director	""	""
tt0001115	10	nm0630641	actress	""	"[""Dansemusen""]"
tt0001115	1	nm0064953	actor	""	"[""Chief of Police""]"
tt0001115	2	nm0085066	actor	""	"[""Pariserdrengen""]"
tt0001115	3	nm0169878	actor	""	"[""Svi-Svi""]"
tt0001115	4	nm0299757	actor	""	"[""Røret""]"
tt0001115	5	nm0375839	director	""	""
tt0001115	6	nm0306604	writer	""	""
tt0001115	7	nm1834296	actor	""	""
tt0001115	8	nm0539049	actor	""	""
tt0001115	9	nm0627140	actor	""	""
tt0001116	10	nm0736379	actress	""	""
tt0001116	1	nm0064953	actor	""	""
tt0001116	2	nm0085066	actor	""	""
tt0001116	3	nm0169878	actor	""	""
tt0001116	4	nm0299757	actor	""	""
tt0001116	5	nm0375839	director	""	""
tt0001116	6	nm0306604	actor	""	""
tt0001116	7	nm0539049	actor	""	""
tt0001116	8	nm0627140	actor	""	""
tt0001116	9	nm0630641	actress	""	""
tt0001117	1	nm0733735	actress	""	"[""Cléopâtre""]"
tt0001117	2	nm0126885	actress	""	""
tt0001117	3	nm0621051	actress	""	"[""Le messager""]"
tt0001117	4	nm1335492	actress	""	"[""La danseuse""]"
tt0001117	5	nm0029253	director	co-director	""
tt0001117	6	nm0954087	director	co-director	""
tt0001117	7	nm0000636	writer	play	""
tt0001117	8	nm4330489	production_designer	""	""
tt0001118	10	nm0226992	actor	""	"[""Man in Gambling Hall""]"
tt0001118	1	nm0681933	actress	""	"[""Priscilla - The Country Girl""]"
tt0001118	2	nm0784407	actor	""	"[""The Peddler""]"
tt0001118	3	nm0629589	actor	""	"[""The Man of the House""]"
tt0001118	4	nm0115524	actress	""	"[""The Lady of the House""]"
tt0001118	5	nm0000428	director	""	""
tt0001118	6	nm0853193	writer	""	""
tt0001118	7	nm0005658	cinematographer	""	""
tt0001118	8	nm0125164	actor	""	"[""Second Man""]"
tt0001118	9	nm0185803	actor	""	"[""Man in Gambling Hall""]"
tt0001119	1	nm0298301	actress	""	""
tt0001119	2	nm0644728	actor	""	""
tt0001119	3	nm0581683	director	""	""
tt0001120	10	nm0115524	actress	""	"[""The Maid""]"
tt0001120	1	nm0629589	actor	""	"[""George Forrester""]"
tt0001120	2	nm0250676	actress	""	"[""George Forrester's Daughter - as a Child""]"
tt0001120	3	nm0681933	actress	""	"[""George Forrester's Daughter - as an Adult""]"
tt0001120	4	nm0502701	actress	""	"[""George Forrester's Sweetheart""]"
tt0001120	5	nm0000428	director	""	""
tt0001120	6	nm0853193	writer	""	""
tt0001120	7	nm0005658	cinematographer	""	""
tt0001120	8	nm0921980	actor	""	"[""George Forrester's Son-in-Law""]"
tt0001120	9	nm0649211	actor	""	"[""George Forrester's Son-in-Law's Companion""]"
tt0001121	10	nm0163559	actor	""	"[""The Preacher""]"
tt0001121	1	nm0629589	actor	""	"[""Gilbert Allen""]"
tt0001121	2	nm0519310	actress	""	"[""Grace Allen - Gilbert's Daughter""]"
tt0001121	3	nm0921980	actor	""	"[""Wilson Breen - the Daughter's Fiance""]"
tt0001121	4	nm0376442	actress	""	"[""Mrs. Allen""]"
tt0001121	5	nm0000428	director	""	""
tt0001121	6	nm0853193	writer	""	""
tt0001121	7	nm0005658	cinematographer	""	""
tt0001121	8	nm0922044	actress	""	"[""The Maid of Honor""]"
tt0001121	9	nm0226992	actor	""	"[""The Best Man""]"
tt0001122	1	nm0154988	actress	""	""
tt0001122	2	nm0167461	actor	""	""
tt0001122	3	nm0756543	actor	""	""
tt0001122	4	nm0941542	actor	""	""
tt0001122	5	nm0605942	director	""	""
tt0001122	6	nm0304098	writer	""	""
tt0001122	7	nm0051304	writer	"short story ""L'auberge rouge"""	""
tt0001123	1	nm0001908	actor	""	"[""A Dying Miner""]"
tt0001123	2	nm0808828	actor	""	"[""Old miner""]"
tt0001123	3	nm0355582	actor	""	"[""First Prospector""]"
tt0001123	4	nm0639631	actor	""	"[""Second Prospector""]"
tt0001123	5	nm0730386	cinematographer	""	""
tt0001124	1	nm0001908	actor	""	"[""Andy Carson""]"
tt0001124	2	nm0275943	actress	""	"[""Gladys Pierce""]"
tt0001124	3	nm0789632	actor	""	"[""Jack Brinsley""]"
tt0001124	4	nm0533615	actor	""	""
tt0001124	5	nm0161366	actor	""	""
tt0001124	6	nm0693055	actor	""	""
tt0001124	7	nm0430865	actress	""	""
tt0001124	8	nm0138771	actor	""	""
tt0001124	9	nm0865178	actor	""	""
tt0001125	1	nm0001908	actor	""	"[""The Bad Man""]"
tt0001125	2	nm0639631	actor	""	""
tt0001125	3	nm0161366	actor	""	"[""The Sheriff""]"
tt0001125	4	nm0607273	actor	""	""
tt0001125	5	nm0355582	actor	""	""
tt0001125	6	nm1400009	actor	""	""
tt0001125	7	nm0607104	actor	""	""
tt0001125	8	nm0808828	actor	""	""
tt0001126	1	nm0285643	actor	""	""
tt0001126	2	nm0577734	director	""	""
tt0001126	3	nm0657635	cinematographer	""	""
tt0001127	1	nm0063413	director	""	""
tt0001128	1	nm0001908	actor	""	""
tt0001129	10	nm0656425	actor	""	"[""The Butler""]"
tt0001129	1	nm0163559	actor	""	"[""C.W. Bourne - The Banker""]"
tt0001129	2	nm0519310	actress	""	"[""Alice Bourne""]"
tt0001129	3	nm0922044	actress	""	"[""Martha Bourne - The Banker's Older Daughter""]"
tt0001129	4	nm0642722	actor	""	"[""First Criminal""]"
tt0001129	5	nm0000428	director	""	""
tt0001129	6	nm0388062	writer	""	""
tt0001129	7	nm0005658	cinematographer	""	""
tt0001129	8	nm0910400	actor	""	"[""Second Criminal""]"
tt0001129	9	nm0226992	actor	""	"[""Third Criminal""]"
tt0001130	1	nm0001908	actor	""	"[""Curt, the Sheriff""]"
tt0001130	2	nm0275943	actress	""	"[""Nan Conners""]"
tt0001130	3	nm0865178	actor	""	"[""Mr. Conners"",""The Bearded Bandit""]"
tt0001130	4	nm0693055	actor	""	""
tt0001130	5	nm0161366	actor	""	""
tt0001131	1	nm0354790	director	""	""
tt0001131	2	nm0378408	producer	producer	""
tt0001132	1	nm0095816	director	""	""
tt0001132	2	nm0294276	director	""	""
tt0001133	10	nm0383660	actor	""	"[""Sugar""]"
tt0001133	1	nm0319483	actress	""	"[""Mytyl""]"
tt0001133	2	nm0910105	actress	""	"[""Tytyl""]"
tt0001133	3	nm0615150	actress	""	"[""Mummy Tyl""]"
tt0001133	4	nm0911311	actor	""	"[""Daddy Tyl""]"
tt0001133	5	nm0535508	writer	"play ""L'Oiseau bleu"""	""
tt0001133	6	nm0376833	actor	""	"[""Tylo""]"
tt0001133	7	nm0656293	actress	""	"[""Tylette""]"
tt0001133	8	nm0011700	actress	""	"[""The Fairy""]"
tt0001133	9	nm0726585	actor	""	"[""Bread""]"
tt0001134	1	nm0098376	actor	""	""
tt0001134	2	nm0764346	actor	""	""
tt0001134	3	nm0594291	actor	""	""
tt0001134	4	nm0091767	director	""	""
tt0001134	5	nm0783152	producer	producer	""
tt0001135	10	nm0167144	actor	""	"[""Indian Chief""]"
tt0001135	1	nm0250676	actress	""	"[""Little Indian Girl""]"
tt0001135	2	nm0784407	actor	""	"[""Joe Stevens""]"
tt0001135	3	nm0038106	actress	""	"[""Mrs. Joe Stevens""]"
tt0001135	4	nm0102858	actress	""	"[""Victim of Massacre""]"
tt0001135	5	nm0000428	director	""	""
tt0001135	6	nm0852022	writer	""	""
tt0001135	7	nm0005658	cinematographer	""	""
tt0001135	8	nm0115524	actress	""	"[""Indian""]"
tt0001135	9	nm0125164	actor	""	"[""Townsman""]"
tt0001136	1	nm0848232	actress	""	""
tt0001137	1	nm0001908	actor	""	"[""Broncho Billy""]"
tt0001137	2	nm0930290	actress	""	"[""Millie Merrill""]"
tt0001137	3	nm0355582	actor	""	""
tt0001137	4	nm0607104	actor	""	""
tt0001138	1	nm0294276	director	""	""
tt0001138	2	nm0378408	producer	producer	""
tt0001139	1	nm0168621	self	""	"[""Self""]"
tt0001139	2	nm0510394	self	""	"[""Self""]"
tt0001139	3	nm0185714	director	""	""
tt0001140	1	nm0294276	director	""	""
tt0001141	1	nm0666972	director	""	""
tt0001142	1	nm0294276	director	""	""
tt0001143	10	nm0035187	actor	""	""
tt0001143	1	nm0910400	actor	""	"[""The Lord""]"
tt0001143	2	nm0502701	actress	""	"[""Regina - the Lord's Wife""]"
tt0001143	3	nm0337033	actor	""	"[""The Lord's Cousin""]"
tt0001143	4	nm0681933	actress	""	"[""The Messenger""]"
tt0001143	5	nm0000428	director	""	""
tt0001143	6	nm0940488	writer	""	""
tt0001143	7	nm0005658	cinematographer	""	""
tt0001143	8	nm0656425	actor	""	"[""The Guard"",""A Soldier""]"
tt0001143	9	nm0376442	actress	""	"[""A Lady of the Court""]"
tt0001144	10	nm0334918	actor	""	"[""Backstage""]"
tt0001144	1	nm0054884	actress	""	"[""Edith Lawson""]"
tt0001144	2	nm0910400	actor	""	"[""Billy Harvey""]"
tt0001144	3	nm0456804	actor	""	"[""Amos Holden""]"
tt0001144	4	nm0115524	actress	""	"[""At Show""]"
tt0001144	5	nm0000428	director	""	""
tt0001144	6	nm0005658	cinematographer	""	""
tt0001144	7	nm0185803	actor	""	"[""At Show"",""Backstage""]"
tt0001144	8	nm0250676	actress	""	"[""At Show""]"
tt0001144	9	nm0262757	actor	""	"[""At Show"",""Among Performers""]"
tt0001145	1	nm0159015	director	""	""
tt0001145	2	nm0735628	writer	""	""
tt0001146	1	nm1263982	actress	""	"[""Carminella""]"
tt0001146	2	nm0817956	actor	""	"[""Don Jose""]"
tt0001146	3	nm0298301	actress	""	""
tt0001146	4	nm0581683	director	""	""
tt0001148	1	nm0136615	actor	""	"[""Chantecler""]"
tt0001148	2	nm2086836	actor	""	""
tt0001148	3	nm9880573	actress	""	""
tt0001148	4	nm0313043	actor	""	""
tt0001148	5	nm0182214	director	""	""
tt0001148	6	nm2080582	cinematographer	""	""
tt0001149	1	nm0294276	director	""	""
tt0001149	2	nm0378408	producer	producer	""
tt0001150	10	nm1013170	actor	""	"[""The Old Man""]"
tt0001150	1	nm0922044	actress	""	"[""Ruth""]"
tt0001150	2	nm0115524	actress	""	"[""Ruth's Mother""]"
tt0001150	3	nm0376396	actor	""	"[""The Proprietor""]"
tt0001150	4	nm0921980	actor	""	"[""The Proprietor's Son""]"
tt0001150	5	nm0000428	director	""	""
tt0001150	6	nm0853193	writer	""	""
tt0001150	7	nm0692105	producer	producer	""
tt0001150	8	nm0005658	cinematographer	""	""
tt0001150	9	nm0555522	cinematographer	""	""
tt0001151	10	nm0732651	actress	""	"[""The Old Man's Daughter""]"
tt0001151	1	nm0629589	actor	""	"[""Mr. Paulton""]"
tt0001151	2	nm0054884	actress	""	"[""Alice Paulton""]"
tt0001151	3	nm0656425	actor	""	"[""Father's Choice""]"
tt0001151	4	nm0784407	actor	""	"[""Alice's Husband""]"
tt0001151	5	nm0000428	director	""	""
tt0001151	6	nm0140842	writer	""	""
tt0001151	7	nm0005658	cinematographer	""	""
tt0001151	8	nm0250676	actress	""	"[""The Paulton Child""]"
tt0001151	9	nm1013170	actor	""	"[""The Old Man""]"
tt0001152	10	nm0373341	actor	""	"[""The Farmer""]"
tt0001152	1	nm0696138	actress	""	"[""Mrs. Thurston - the Widow""]"
tt0001152	2	nm0921980	actor	""	"[""Raymond Hartley""]"
tt0001152	3	nm0681933	actress	""	"[""Grace""]"
tt0001152	4	nm0337033	actor	""	"[""The Other Man""]"
tt0001152	5	nm0000428	director	""	""
tt0001152	6	nm0853193	writer	""	""
tt0001152	7	nm0005658	cinematographer	""	""
tt0001152	8	nm0555522	cinematographer	""	""
tt0001152	9	nm0125164	actor	""	"[""The Butler"",""Passerby""]"
tt0001153	10	nm0537556	actor	""	"[""The Lawyer""]"
tt0001153	1	nm0041858	actor	""	"[""John Walton""]"
tt0001153	2	nm0519310	actress	""	"[""Mrs. John Walton""]"
tt0001153	3	nm0250676	actress	""	"[""The Walton Child""]"
tt0001153	4	nm0568282	actress	""	"[""The Designing Woman""]"
tt0001153	5	nm0000428	director	""	""
tt0001153	6	nm0852022	writer	""	""
tt0001153	7	nm0005658	cinematographer	""	""
tt0001153	8	nm0038106	actress	""	"[""A Friend of the Family""]"
tt0001153	9	nm0128633	actress	""	"[""A Friend of the Family""]"
tt0001154	1	nm0001908	actor	""	""
tt0001154	2	nm0930290	actress	""	""
tt0001154	3	nm0639631	actor	""	""
tt0001154	4	nm0693055	actor	""	""
tt0001154	5	nm0865178	actor	""	""
tt0001154	6	nm0138771	actor	""	""
tt0001154	7	nm0161366	actor	""	""
tt0001154	8	nm0336910	actor	""	""
tt0001154	9	nm0808828	actor	""	""
tt0001155	1	nm0713223	actor	""	"[""Clerk""]"
tt0001156	10	nm0115524	actress	""	"[""The Old Woman""]"
tt0001156	1	nm0910400	actor	""	"[""The Father""]"
tt0001156	2	nm0502701	actress	""	"[""Elsa - the Mother""]"
tt0001156	3	nm0354803	actress	""	"[""The Child""]"
tt0001156	4	nm0424530	actor	""	"[""The Duke""]"
tt0001156	5	nm0000428	director	""	""
tt0001156	6	nm0853193	writer	""	""
tt0001156	7	nm0005658	cinematographer	""	""
tt0001156	8	nm0555522	cinematographer	""	""
tt0001156	9	nm0038106	actress	""	""
tt0001157	1	nm0098376	actor	""	""
tt0001157	2	nm0366609	actress	""	""
tt0001157	3	nm0502752	actor	""	""
tt0001157	4	nm0199841	actress	""	""
tt0001157	5	nm0877783	director	""	""
tt0001157	6	nm0783152	producer	producer	""
tt0001157	7	nm0200060	actress	""	""
tt0001158	1	nm0023107	director	""	""
tt0001159	1	nm0597995	actor	""	""
tt0001160	1	nm0007221	actor	""	""
tt0001160	2	nm0561126	actress	""	""
tt0001160	3	nm0111753	actor	""	""
tt0001161	10	nm0366008	actor	""	"[""Bystander""]"
tt0001161	1	nm0038106	actress	""	"[""The Dance Hall Girl""]"
tt0001161	2	nm0910400	actor	""	"[""The False Evangelist""]"
tt0001161	3	nm1013170	actor	""	"[""The Old Man""]"
tt0001161	4	nm0642722	actor	""	"[""The Minister""]"
tt0001161	5	nm0000428	director	""	""
tt0001161	6	nm0853193	writer	""	""
tt0001161	7	nm0005658	cinematographer	""	""
tt0001161	8	nm0115524	actress	""	"[""In Doorway""]"
tt0001161	9	nm0185803	actor	""	"[""Bystander""]"
tt0001162	1	nm0005717	director	""	""
tt0001164	1	nm0294276	director	""	""
tt0001165	1	nm0054884	actress	""	"[""Florabel Thurston""]"
tt0001165	2	nm0601698	actor	""	"[""Ben Lawrence""]"
tt0001165	3	nm0989460	actress	""	"[""Flower Girl""]"
tt0001165	4	nm0334918	actor	""	"[""One of Ben's Friends""]"
tt0001165	5	nm0000428	director	""	""
tt0001165	6	nm0376396	actor	""	"[""One of Ben's Friends""]"
tt0001165	7	nm0499883	actor	""	"[""A Servant""]"
tt0001166	1	nm0098376	actor	""	"[""John Alden""]"
tt0001166	2	nm0366609	actress	""	""
tt0001166	3	nm0502752	actor	""	""
tt0001166	4	nm0764346	actor	""	""
tt0001166	5	nm0877783	director	""	""
tt0001166	6	nm0519303	writer	poem	""
tt0001166	7	nm0783152	producer	producer	""
tt0001166	8	nm0199841	actress	""	""
tt0001167	1	nm0001908	actor	""	"[""Tom Ripley, a Cowboy""]"
tt0001167	2	nm0930290	actress	""	"[""Lightfeather""]"
tt0001167	3	nm0161366	actor	""	"[""The Bartender""]"
tt0001167	4	nm0607104	actor	""	""
tt0001167	5	nm0639631	actor	""	""
tt0001167	6	nm1398184	actor	""	""
tt0001167	7	nm1400009	actor	""	""
tt0001168	1	nm0001908	actor	""	"[""Pete the Coyote""]"
tt0001168	2	nm0275943	actress	""	"[""Nellie Blair""]"
tt0001168	3	nm0693055	actor	""	""
tt0001168	4	nm0138771	actor	""	"[""Charlie Martin""]"
tt0001168	5	nm0865178	actor	""	""
tt0001169	1	nm0001908	actor	""	"[""Jesse Farson""]"
