nconst	primaryName	birthYear	deathYear
nm0680383	Edwin R. Phillips	1872	1915
nm0680399	Frank Phillips	""	""
nm0680450	Henry Albert Phillips	1880	1951
nm0680684	Norma Phillips	1893	1931
nm0680887	William Phillips	""	""
nm0681048	Sally Phipps	1911	1978
nm0681151	Wray Bartlett Physioc	1890	""
nm0681244	Frederick Piano	""	""
nm0681441	Lamberto Picasso	1880	1962
nm0681620	Hermann Picha	1865	1936
nm0681726	Lupu Pick	1886	1931
nm0681794	Sam Pickens	""	""
nm0681927	Jack Pickford	1895	1933
nm0681931	Lottie Pickford	1895	1936
nm0681933	Mary Pickford	1892	1979
nm0682075	Charles Felton Pidgin	1844	1923
nm0682560	Francis Pierlot	1875	1955
nm0682784	Leo Pierson	1888	1943
nm0682795	Mrs. E.G. Pierson	""	""
nm0683115	William Pigott	1875	1930
nm0683225	J.W. Pike	""	""
nm0683265	William Pike	1889	1959
nm0683363	Roy Pilcher	1878	1948
nm0683399	Gerard Pilger Sr.	""	""
nm0683573	Helen Pillsbury	""	""
nm0684029	José Pineda	""	""
nm0684208	António Pinheiro	1867	1943
nm0684607	Francisco Pinto Moreira	""	""
nm0684741	Imre Pintér	1864	1946
nm0684773	Elith Pio	1887	1983
nm0684960	Ugo Piperno	1862	1922
nm0685283	Arturo Pirovano	""	""
nm0686035	Ernst Pittschau	1883	1951
nm0686142	Gus Pixley	1879	1923
nm0686205	Ildebrando Pizzetti	1880	1968
nm0686327	Teresa Pla	""	""
nm0686461	Antonia Plana	1889	1952
nm0686859	George Foster Platt	1866	1928
nm0687031	Wellington A. Playter	1879	1937
nm0687575	Hay Plumb	1883	1960
nm0687637	Lincoln Plumer	1875	1928
nm0687741	George H. Plympton	1889	1972
nm0687742	Horace G. Plympton	1891	""
nm0687752	Antonio Plácido	""	""
nm0688764	Juana Pola	""	""
nm0688787	Pauline Polaire	1904	1986
nm0688853	Joseph F. Poland	1892	1962
nm0689304	Edwin Polk	""	""
nm0689444	'Snub' Pollard	1889	1962
nm0689471	Harry A. Pollard	1879	1934
nm0689638	Channing Pollock	1880	1946
nm0689737	Eddie Polo	1875	1961
nm0690702	Clara Pontoppidan	1883	1975
nm0691066	Pope Pius X	1835	1914
nm0691192	Sybilla Pope	""	""
nm0691238	Leon Popescu	1864	1918
nm0691994	Franz Porten	1859	1932
nm0691995	Henny Porten	1890	1960
nm0691996	Rosa Porten	1884	1972
nm0692105	Edwin S. Porter	1870	1941
nm0693055	Victor Potel	1889	1947
nm0693275	Gertie Potter	""	""
nm0693323	Michael Potter	""	""
nm0693337	Paul M. Potter	1853	1921
nm0693516	Henri Pouctal	1860	1922
nm0693685	Adam Poulsen	1879	1969
nm0693698	Johannes Poulsen	1881	1938
nm0694026	Baden Powell	""	""
nm0694260	Paul Powell	1881	1944
nm0694360	Arthur Powelson	""	""
nm0694362	Tyrone Power Sr.	1869	1931
nm0694484	William H. Power	1880	""
nm0694534	Francis Powers	1865	1940
nm0694602	Pat Powers	1869	1948
nm0694631	Tom Powers	1890	1955
nm0694640	William Powers	""	""
nm0694718	Beulah Poynter	1886	1960
nm0694990	Pierre Pradier	""	""
nm0695466	Jack Pratt	1878	1938
nm0695525	Purnell Pratt	1878	1941
nm0696049	Olga Preobrazhenskaya	1881	1971
nm0696078	Eugene Wiley Presbrey	1853	1931
nm0696106	Jack Prescott	""	""
nm0696138	Vivian Prescott	""	""
nm0696182	Steffan Presley	""	""
nm0696339	Mae Prestell	1878	1952
nm0696390	Clinton Preston	1883	1927
nm0696569	Arline Pretty	1885	1978
nm0696985	Kate Price	1872	1943
nm0697033	Mark Price	""	1917
nm0697262	Daisy Prideaux	1877	1943
nm0697512	Suzy Prim	1896	1991
nm0697563	Antonio Primo	""	""
nm0697944	Herbert Prior	1867	1954
nm0697987	Albert Prisco	1890	""
nm0698157	Suzanne Privat	""	""
nm0698344	Adelaide Anne Procter	1825	1864
nm0698370	Catherine Proctor	1879	1984
nm0698645	Alexandre Promio	1868	1926
nm0698839	Yakov Protazanov	1881	1945
nm0698976	Eva Prout	1894	1980
nm0699301	Margaret Prussing	1890	1944
nm0699392	Charles A. Pryor	""	""
nm0699539	Abbé Prévost	1697	1763
nm0699637	Valdemar Psilander	1884	1917
nm0699710	José Pubill	""	""
nm0699807	Dolores Puchol	""	""
nm0700003	Ricardo Puga	""	""
nm0700406	Gladys P. Pullen	""	""
nm0700790	Stephen Purdee	""	""
nm0700810	Richard Purdon	1850	1916
nm0700930	Teuvo Puro	1884	1956
nm0701012	Edna Purviance	1895	1958
nm0701090	Alexander Pushkin	1799	1837
nm0701911	Pedro Pérez Fernández	""	""
nm0702738	Ramón Quadreny	1892	1961
nm0702894	Lidia Quaranta	1891	1928
nm0703545	Ana Quijada	""	""
nm0703644	Harriet Quimby	1875	1912
nm0703763	Arthur T. Quinn	1877	1946
nm0704026	William Quinn	1884	1965
nm0704158	Héctor Quintanilla	1893	1961
nm0704334	Billy Quirk	1873	1926
nm0704587	Pehr Qværnstrøm	1878	""
nm0705359	Fred Radcliffe	1883	""
nm0705534	Mazie Radford	1895	1952
nm0705627	Florence Radinoff	""	""
nm0706675	Mr. Rahawanaku	""	""
nm0706854	Teppo Raikas	1883	1916
nm0706926	Raimu	1883	1946
nm0706995	William MacLeod Raine	1871	1954
nm0707095	Paul J. Rainey	1877	1923
nm0707107	Marie Rainford	""	""
nm0707682	Saba Raleigh	1862	1923
nm0707778	Louis Ralph	1884	1952
nm0709718	William R. Randall	""	1939
nm0709856	Anders Randolf	1870	1930
nm0709899	George Randolph	""	""
nm0710240	Caroline Rankin	1880	1953
nm0710362	William V. Ranous	1857	1915
nm0710397	Charles Ransom	""	""
nm0711276	Miriam Bode Rasmus	1874	1964
nm0711337	Holger Rasmussen	1870	1926
nm0711623	Rawland Ratcliffe	""	""
nm0711688	Guy Rathbone	1884	1916
nm0711886	Harry L. Rattenberry	1857	1925
nm0712121	William Raus	1893	1925
nm0712213	Alex Rautio	1857	1916
nm0712403	Harry Raver	1880	1941
nm0712416	Louis Ravet	1870	1933
nm0712660	Herbert Rawlinson	1885	1953
nm0712728	Adele Ray	1892	1974
nm0712776	Charles Ray	1891	1943
nm0712870	Joe Ray	1885	""
nm0713223	Charles Raymond	""	1930
nm0713360	Roma Raymond	""	""
nm0713381	Whitney Raymond	""	""
nm0713404	Aimée Raynal	""	""
nm0713450	Christine Rayner	1888	1973
nm0713748	Isabel Rea	1889	1961
nm0713787	J. Parker Read Jr.	1885	1942
nm0713815	Daniel Read	""	""
nm0713895	Charles Reade	1814	1884
nm0713974	Martin Reagan	""	""
nm0714126	M.S. Reardon	""	""
nm0714132	Ned Reardon	""	1916
nm0714141	Stephen Reardon	""	""
nm0714557	Enoch J. Rector	1863	1957
nm0714717	Ernest Redding	""	""
nm0714718	Eugene Redding	1870	1937
nm0714749	Eddie Redway	1870	1919
nm0714879	Roy Redgrave	1873	1922
nm0715097	Fergus Redmund	""	""
nm0715427	Florence Reed	1883	1967
nm0715508	Julian Reed	1860	1934
nm0715541	Langford Reed	1878	1954
nm0715742	Violet Reed	""	""
nm0715743	Vivian Reed	1894	1989
nm0716103	Arthur B. Reeve	1880	1936
nm0716156	Arthur Reeves	1892	1954
nm0716173	Charles E. Reeves	""	""
nm0716415	Jack Regan	""	""
nm0717281	Hal Reid	1862	1920
nm0717294	Jay Reid	""	""
nm0717468	Wallace Reid	1891	1923
nm0717482	L. Reidel	""	""
nm0717578	Margie Reiger	""	""
nm0717593	José Reiguera	""	""
nm0717671	Dominick Reilly	""	""
nm0717807	Thyra Reimann	""	""
nm0718121	Max Reinhardt	1873	1943
nm0718158	John Reinhart	""	""
nm0718288	Grete Reinwald	1902	1983
nm0718289	Hanni Reinwald	1903	1978
nm0718290	Otto Reinwald	1899	1968
nm0718445	Calvin Reisland	1886	1974
nm0718835	George Relph	1888	1960
nm0719480	Joaquim Renez	""	""
nm0719749	Pierre Renoir	1885	1952
nm0720594	Frau Retzlag	""	""
nm0720631	Elith Reumert	1855	1934
nm0720632	Poul Reumert	1883	1968
nm0720707	Adele Reuter-Eichberg	""	1928
nm0720812	Hamilton Revelle	1872	1958
nm0720862	Manuel Reverter	""	""
nm0721526	Émile Reynaud	1844	1918
nm0721743	Harrington Reynolds	1852	1919
nm0721840	Lynn Reynolds	1891	1927
nm0722385	Billie Rhodes	1894	1988
nm0722441	Harrison Garfield Rhodes	1871	1929
nm0722502	Percy Rhodes	1871	1956
nm0722712	Antonio Riba	""	""
nm0723236	Orlando Ricci	""	""
nm0723340	Alice Hegan Rice	1870	1942
nm0723414	Edward E. Rice	1847	1924
nm0723440	Herbert Rice	1888	1938
nm0723735	Vivian Rich	1893	1957
nm0723742	Richard	""	""
nm0723801	Frida Richard	1873	1946
nm0723802	Fritz Richard	1869	1933
nm0724019	Cicely Richards	1850	1933
nm0724163	John Richards	""	""
nm0724293	Regina Richards	""	""
nm0724397	Abby Sage Richardson	1837	1900
nm0724541	Frank Richardson	""	1913
nm0724586	Jack Richardson	1870	1960
nm0724713	Norval Richardson	""	""
nm0724866	Nettie Richelle	""	""
nm0725021	Charles Richman	1865	1940
nm0725173	Warner Richmond	1886	1948
nm0725520	Josephine Ditt	1868	1939
nm0725529	Tom Ricketts	1853	1939
nm0725840	Joseph Rider	""	""
nm0725845	Mary Rider	""	""
nm0725889	Cleo Ridgely	1893	1962
nm0725893	Richard Ridgely	1869	1949
nm0725944	George Ridgwell	1867	1935
nm0726020	Nelly Ridon	1885	1968
nm0726330	Irving G. Ries	1890	1963
nm0726334	Park Ries	1894	1949
nm0726585	Edward Rigby	1879	1951
nm0727150	R. Riley	""	""
nm0727220	Alexander Rillo	""	""
nm0727482	Ellen Rindom	1877	1922
nm0727484	Svend Rindom	1884	1960
nm0727497	Mary Roberts Rinehart	1876	1958
nm0727550	Ragnar Ring	1882	1956
nm0727615	Walter Ringham	1877	1963
nm0727618	Arvid Ringheim	1880	1941
nm0727622	Viking Ringheim	1880	1954
nm0727668	Axel Ringvall	1860	1927
nm0727811	Rosa Rio	1902	2010
nm0727999	Arthur Ripley	1897	1961
nm0728158	Antonio Riquelme	1894	1968
nm0728160	Elena Riquelme	""	""
nm0728230	Elisabeth Risdon	1888	1958
nm0728289	William S. Rising	1852	1930
nm0728370	Margaret Risser	""	""
nm0728514	J.V. Ritchey	""	""
nm0728519	Will M. Ritchey	1879	1937
nm0728628	Robert Welles Ritchie	1879	1942
nm0728876	Joan Ritz	1882	1956
nm0729044	Duque de Rivas	1791	1865
nm0729157	Rafael Rivelles	1898	1971
nm0729767	George Rizard	1870	""
nm0730018	Hal Roach	1892	1992
nm0730039	Joseph Anthony Roach	1886	1945
nm0730170	Willis Robards	1873	1921
nm0730335	Edwina Robbins	1884	1916
nm0730386	Jess Robbins	1886	1973
nm0730416	Marc B. Robbins	1870	1931
nm0730663	Jordi Robert	""	""
nm0730813	Alice M. Roberts	""	""
nm0731096	Florence Roberts	1871	1927
nm0731107	Frederic Roberts	""	""
nm0731186	Jack Roberts	1890	1960
nm0731623	Theodore Roberts	1861	1928
nm0731664	Walter Roberts	""	""
nm0731939	Lolita Robertson	1888	1959
nm0732264	Gabrielle Robinne	1886	1980
nm0732651	Gertrude Robinson	1890	1962
nm0732818	Kite Robinson	1888	1954
nm0733176	W.C. Robinson	1873	1942
nm0733443	Andrew Robson	1868	1921
nm0733482	Miss Robson	""	""
nm0733483	Mrs. Stuart Robson	1861	1924
nm0733633	Albert Roccardi	1864	1934
nm0733735	Madeleine Roch	1883	1930
nm0734152	Charles Rock	1866	1919
nm0734207	William T. Rock	1853	1916
nm0734336	Florence Rockwell	1887	1964
nm0734958	Eleuterio Rodolfi	1876	1933
nm0735618	Cecilio Rodríguez de la Vega	""	""
nm0735628	Ricardo Rodríguez Flores	""	""
nm0736251	Vingie E. Roe	1879	1958
nm0736288	Halfdan Nobel Roede	""	""
nm0736379	Jenny Roelsgaard	1878	1936
nm0736464	Julio Roesset	""	""
nm0736714	Andrew A. Rogers	""	""
nm0736778	Charley Rogers	1887	1956
nm0738037	Frederick Roland	1885	1936
nm0738082	Ruth Roland	1892	1937
nm0738109	George K. Rolands	1881	""
nm0738202	Alfred Rolfe	1862	1943
nm0738625	George Romain	1878	1929
nm0738821	Nita Romani	""	""
nm0738864	Colonna Romano	1888	1981
nm0739182	Stewart Rome	1886	1965
nm0740298	Alice Ann Rooney	""	""
nm0740351	Patrick Rooney	1889	1933
nm0740463	Thorkild Roose	1874	1961
nm0741147	Françoise Rosay	1891	1974
nm0741246	Anna Rose	""	""
nm0741382	Frank Oakes Rose	1849	1922
nm0741440	Jack Rose	""	""
nm0741450	James B. Ross	""	""
nm0741830	William Roselle	1877	1945
nm0741852	Edward Roseman	1875	1957
nm0741884	Anna Rosemond	1884	""
nm0742120	Carl Rosenbaum	1885	1961
nm0742334	Sol A. Rosenberg	""	""
nm0742633	Palle Rosenkrantz	1867	1941
nm0742777	Joe Rosenthal	1864	1946
nm0742958	Salvador Rosich	1884	1920
nm0743047	Edward M. Roskam	1886	1967
nm0743102	Gian Paolo Rosmino	1888	1982
nm0743229	Arthur Ross	""	""
nm0743240	Benjamin Ross	""	""
nm0743285	Bud Ross	1868	1932
nm0743298	Charles J. Ross	1859	1918
nm0743667	Mary Ross	""	""
nm0743704	Milton Ross	1872	1941
nm0743885	Thomas W. Ross	1875	1959
nm0744105	Vittorio Rossi Pianelli	1869	1953
nm0744231	Laura Rossi	""	""
nm0744504	Arthur Rosson	1886	1960
nm0744513	Queenie Rosson	1889	1978
nm0744514	Richard Rosson	1893	1953
nm0744565	Maurice Rostand	1891	1968
nm0744686	J. Rosés	""	""
nm0745063	S.L. Rothafel	1882	1936
nm0745073	Eduard Rothauser	1876	1956
nm0745457	Herman Rottger	1881	1917
nm0745525	Matty Roubert	1907	1973
nm0745721	Jacques Roullet	""	""
nm0745773	Stephen Rounds	1881	1924
nm0746008	Henry Roussel	1870	1946
nm0746342	Juan Rovira	""	""
nm0747409	Edwin Milton Royle	1862	1942
nm0747453	Gerald Royston	""	""
nm0747454	Harry Royston	1864	1941
nm0748272	Leon J. Rubinstein	1889	1972
nm0748450	Mary Ruby	1894	1987
nm0749381	Billy Ruge	1863	1955
nm0749659	Emilio Ruiz Santiago	""	""
nm0750986	Alma Russell	""	""
nm0751139	Evelyn Russell	""	""
nm0751176	Harry Russell	1879	1943
nm0751179	Hattie Russell	1850	1918
nm0751188	Herbert Russell	""	""
nm0751211	James Russell	""	""
nm0751291	Lillian Russell	1860	1922
nm0751292	Lillian Case Russell	1876	1947
nm0751325	Martha Russell	""	""
nm0751401	Raymond Russell	1887	1918
nm0751510	William Russell	1884	1929
nm0752560	Gertrude Ryan	""	""
nm0752620	Joe Ryan	1887	1944
nm0752711	Mary Ryan	1885	1948
nm0752754	Mrs. James H. Ryan	""	""
nm0752828	Sam J. Ryan	""	1936
nm0753233	Stellan Rye	1880	1914
nm0753350	Madeleine Lucette Ryley	1859	1934
nm0753415	William Ryno	1864	1939
nm0753583	Márton Rátkai	1881	1951
nm0753645	Bertha Ræstad	""	""
nm0754084	Ernst Rückert	1892	1950
nm0754446	Teresita Saavedra	""	""
nm0754752	Martin Sabine	""	""
nm0754766	Cheslav Sabinsky	1885	1941
nm0754823	Paul Sablon	1888	1940
nm0755331	Gordon Sackville	1872	1926
nm0755545	Josie Sadler	1871	1927
nm0756466	Robert Saidreau	1875	1925
nm0756543	Georges Saillard	1877	1967
nm0756577	Pauline Sain	""	""
nm0756814	Marin Sais	1890	1971
nm0757563	Michael Salarow	""	""
nm0758215	Emilio Salgari	1862	1911
nm0758457	Monroe Salisbury	1876	1935
nm0758802	Lyda Salmonova	1889	1968
nm0759099	Thelma Salter	1908	1953
nm0759190	Anna Salunke	""	""
nm0759789	Maurits Samehtini	""	""
nm0759980	Leonid Samoloff	""	""
nm0760103	F. Sample	""	""
nm0760216	Teddy Sampson	1898	1970
nm0760547	G.B. Samuelson	1889	1947
nm0761245	Algot Sandberg	1865	1922
nm0761320	Olof Sandborg	1884	1965
nm0762277	Adele Sandrock	1863	1937
nm0762408	Thea Sandten	1884	1943
nm0762594	Phil Sanford	""	""
nm0762853	Bess Sankey	1905	1970
nm0762935	Emilie Sannom	1886	1931
nm0763430	Modesto Santaularia	""	""
nm0764002	Carlos Santos	1871	1949
nm0764090	Francisco Santos	1873	1937
nm0764346	Tom Santschi	1878	1931
nm0765026	Victorien Sardou	1831	1908
nm0765104	E.W. Sargent	1872	1938
nm0765106	George L. Sargent	1863	""
nm0765130	Maxwell Sargent	1881	1949
nm0765144	Stanley Sargent	1895	1949
nm0765421	Hector V. Sarno	1880	1953
nm0766581	Fred Sauer	1886	1952
nm0766705	Cliff Saum	1882	1943
nm0766828	Jackie Saunders	1892	1954
nm0767008	Mademoiselle Saunières	""	""
nm0767367	Richard Henry Savage	1846	1903
nm0767556	Boris Zavelev	1876	1938
nm0767931	Viola Savoy	1899	1987
nm0768187	Laura Sawyer	1885	1970
nm0768233	Warren Sawyer	1877	1952
nm0768283	Templar Saxe	1865	1935
nm0768577	Léon Sazie	1862	1939
nm0768673	Harry W. Scaddan	1874	1924
nm0768773	Angelo Scalenghe	1886	1916
nm0769091	George Scarborough	1875	1956
nm0769144	Paul Scardon	1875	1954
nm0769554	Betty Schade	1895	1982
nm0769559	Fritz Schade	1880	1926
nm0769584	Anne Schaefer	1870	1957
nm0770846	Harry Schenck	1885	1953
nm0771585	Rudolph Schildkraut	1862	1930
nm0771646	Friedrich Schiller	1759	1805
nm0772596	Erik Schmedes	1866	1931
nm0772788	Aage Schmidt	1885	1949
nm0772797	Albrecht Schmidt	1870	1945
nm0773085	Louis Schmidt	1885	1952
nm0773171	Robert Schmidt	1882	1941
nm0773303	Walter Schmidthässler	1864	1923
nm0773654	Eduard Schnedler-Sørensen	1886	1947
nm0773944	Max Schneider	1875	""
nm0774087	George Schneiderman	1894	1964
nm0774256	George Schnéevoigt	1893	1961
nm0775419	Raymond L. Schrock	1892	1950
nm0775421	George Schrode	""	""
nm0775471	Doris Schroeder	1893	1981
nm0775568	Fritz Schroeter	""	""
nm0775725	Christian Schrøder	1869	1940
nm0775804	J.F. Schubert	""	""
nm0775976	B.P. Schulberg	1892	1957
nm0776198	Axel Schultz	1890	1974
nm0776747	Harry Schumm	1877	1953
nm0777216	Emile Tramont	1891	""
nm0777722	Blanche Schwed	1906	1983
nm0777939	Bernhard Schwidewski	1885	1966
nm0778303	Emil Schünemann	1882	1964
nm0778878	Betty Scott	1883	1955
nm0778996	Cyril Scott	1866	1945
nm0779204	Gregory Scott	1879	""
nm0779238	Homer Scott	1880	1956
nm0779355	John Scott	""	""
nm0779476	Lee Scott	1863	1940
nm0779480	Leroy Scott	1875	1929
nm0779487	Lewis Scott	""	""
nm0779797	Walter Scott	1771	1832
nm0779891	Wallace Scott	1905	1970
nm0779900	Walter F. Scott	1879	1940
nm0779914	William Scott	1896	1967
nm0779936	Alex Scott-Gatty	1876	1937
nm0780061	Phillip Scoville	""	""
nm0780425	Ynez Seabury	1907	1973
nm0780534	Julie Seale	""	""
nm0780739	Allan Sears	1887	1942
nm0780869	Sydney Seaward	1884	1967
nm0780884	Charles M. Seay	1867	1944
nm0781361	Alois Sedlácek	1852	1922
nm0781643	Henry Seemann	1875	1948
nm0782422	Ferry Seidl	1881	1939
nm0782707	George B. Seitz	1888	1944
nm0782750	Claude Seixas	""	""
nm0782962	Evelyn Selbie	1871	1950
nm0783027	Hermann Seldeneck	1864	1922
nm0783152	William Nicholas Selig	1864	1948
nm0783256	Henry G. Sell	1884	1968
nm0783369	Oliver L. Sellers	1885	""
nm0783629	Edgar Selwyn	1875	1944
nm0784091	Lu Senarens	""	""
nm0784327	Dora Tulloch	1878	1945
nm0784407	Mack Sennett	1880	1960
nm0784988	Gustavo Serena	1881	1970
nm0786076	Ernest Thompson Seton	1860	1946
nm0786313	Séverin-Mars	1873	1921
nm0786760	Fritz Seyffert	""	""
nm0786858	Pauline Seymour	""	""
nm0786877	Walter R. Seymour	""	""
nm0787727	Edmund Shalet	""	""
nm0788275	Effie Shannon	1867	1954
nm0789401	Vladimir Shaternikov	1884	1914
nm0789632	Brinsley Shaw	1876	1931
nm0789748	Harold M. Shaw	1877	1926
nm0790137	William E. Shay	1866	""
nm0790263	Cornelius Shea	1863	1952
nm0790348	Thomas E. Shea	1861	1940
nm0790360	William Shea	1856	1918
nm0790379	Valerie Sheahan	""	""
nm0790593	James Sheehan	""	""
nm0790596	John Sheehan	1885	1952
nm0790704	William Sheer	1889	1933
nm0790710	Will E. Sheerer	1871	1915
nm0791014	E. Lloyd Sheldon	1886	1957
nm0791017	Edward Sheldon	1886	1946
nm0791024	H.S. Sheldon	1861	1925
nm0791032	Carl von Schiller	1890	1962
nm0791078	Roy Sheldon	""	""
nm0791217	Mary Shelley	1797	1851
nm0791386	Richard Barker Shelton	1876	1944
nm0791624	Iva Shepard	1886	1973
nm0791746	Bert Shepherd	1882	1929
nm0791903	Ruth Shepley	1892	1951
nm0792166	Frank Sheridan	1869	1943
nm0792246	Richard B. Sheridan	1751	1816
nm0792514	Lowell Sherman	1888	1934
nm0792545	Paula Sherman	1887	1961
nm0792683	Jack Sherrill	1898	1973
nm0792727	J. Barney Sherry	1874	1944
nm0793094	Tsunekichi Shibata	1850	1929
nm0793189	Ernest Shields	1884	1944
nm0793257	Sidney Shields	1888	1960
nm0793843	Ganpat G. Shinde	""	""
nm0794096	Gertrude Shipman	""	""
nm0794109	Nell Shipman	1892	1970
nm0794298	Arthur Shirley	1853	1925
nm0794299	Arthur Shirley	1886	1967
nm0794347	Tom Shirley	1899	1962
nm0794405	William Eagle Shirt	""	""
nm0794919	Dorothy G. Shore	""	""
nm0795025	Antrim Short	1900	1972
nm0795053	Gertrude Short	1902	1968
nm0795060	Henry Short	""	""
nm0795079	Lew Short	1875	1958
nm0795851	Harold Shumate	1893	1983
nm0796313	Douglas Sibole	""	""
nm0796427	H.G. Sickles	""	""
nm0796522	Herbert J. Siddons	""	""
nm0796657	Scott Sidney	1874	1928
nm0796722	Frank Sidwell	""	""
nm0796900	Bernard Siegel	1868	1940
nm0797094	George Siegmann	1882	1928
nm0797197	Henryk Sienkiewicz	1846	1916
nm0797218	Herman Sieracki	""	""
nm0797730	Iván Siklósi	1890	1952
nm0798130	Milton Sills	1882	1930
nm0798429	Margarita Silva	""	""
nm0799564	Joe Simkins	""	""
nm0800269	Marcsa Simon	1882	1954
nm0800480	Charles Simone	1874	""
nm0801575	Bertha Muzzy Sinclair	1871	1940
nm0801737	Upton Sinclair	1878	1968
nm0801774	Pearl Sindelar	1887	1958
nm0802309	Joseph Singleton	1879	1946
nm0802947	Francisco Sirvent	""	""
nm0802950	Manuel Sirvent	""	""
nm0802955	Vicente Sirvent	""	""
nm0803103	Vera Sisson	1891	1954
nm0803705	Victor Sjöström	1879	1960
nm0803731	Frede Skaarup	1881	1942
nm0803842	Laurids Skands	1885	1934
nm0803929	Olaf Skavlan	1884	1949
nm0804388	Marguerite Skirvin	1893	1963
nm0804433	Eugen Skladanowsky	""	""
nm0804434	Max Skladanowsky	1863	1939
nm0804632	Franz Skondrup	1874	1941
nm0805327	Charles Slaten	""	""
nm0805569	A. Slavin	""	""
nm0805585	John Slavin	1869	1940
nm0806026	William Sloan	1863	1933
nm0806143	Edward Sloman	1883	1972
nm0806438	Daisy Small	1887	1960
nm0806565	Phillips Smalley	1875	1939
nm0806605	Ray C. Smallwood	1887	1964
nm0806960	John Smiley	""	""
nm0806961	Joseph W. Smiley	1870	1945
nm0807087	Elena P. Smirnova	""	""
nm0807174	W. Steve Smith Jr.	1872	1938
nm0807235	Albert A. Smith	""	""
nm0807236	Albert E. Smith	1875	1958
nm0807358	Arthur Smith	""	1958
nm0807466	Blair Smith	1859	""
nm0807580	C. Aubrey Smith	1863	1948
nm0807732	Clara Smith	""	""
nm0807742	Clifford Smith	1894	1937
nm0807967	Richard Smith	1886	1937
nm0808086	Edgar Smith	1857	1938
nm0808195	F. Hopkinson Smith	1838	1915
nm0808220	Frank Smith	1860	""
nm0808310	George Albert Smith	1864	1959
nm0808403	Hamilton Smith	1887	1941
nm0808427	Harry Smith	""	""
nm0808433	Harry James Smith	1880	1918
nm0808571	James Smith	1892	1975
nm0808828	Joseph Smith	1878	1932
nm0809419	Laura Bayley	1862	1938
nm0809420	Mrs. M.S. Smith	""	""
nm0809422	Muriel Smith	""	""
nm0809817	Rose Smith	1897	1962
nm0809834	Russell E. Smith	1887	""
nm0809910	Sebastian Smith	1869	1948
nm0809968	Sidney Smith	1893	1928
nm0809969	Sidney Smith	1877	1935
nm0810367	Winchell Smith	1871	1933
nm0810457	Mary Smithers	""	""
nm0811293	Marguerite Snow	1889	1958
nm0811489	John M. Snyder	1842	1914
nm0811519	Matt Snyder	1835	1917
nm0813578	Juan Solsona	""	""
nm0813603	Harry Solter	1873	1920
nm0813682	Juan Solá Mestres	""	""
nm0813880	G. Somerset	""	""
nm0813922	Artúr Somlay	1883	1951
nm0814379	Petrine Sonne	1870	1946
nm0814580	Soon-goot	""	""
nm0814604	Botten Soot	1895	1958
nm0814668	Sophocles	""	""
nm0814825	William Sorelle	1877	1944
nm0814996	Consuelo Soriano	""	""
nm0815231	Irma Sorter	1904	1968
nm0815907	Julie Souplet	""	""
nm0816081	Irving Southard	1862	1932
nm0816232	Pierre Souvestre	1874	1914
nm0816901	H.A. Spanuth	1884	1976
nm0816998	Joe Sparks	1853	1931
nm0817086	Louis Sparre	1863	1964
nm0817414	Georges Specht	1883	1971
nm0817956	George Soule Spencer	1874	1949
